movie_id,actor_id,role
856,2638,Dill Harris
856,2071,Atticus Finch
857,53,Captain Benjamin L. Willard
857,776,Colonel Walter E. Kurtz
857,674,Lieutenant Colonel Bill Kilgore
857,1379,Jay Chef Hicks
857,2642,Lance B. Johnson
858,2501,Frank
858,2643,Harmonica
858,2644,Jill McBain
858,2645,Manuel Cheyenne Gutiérrez
858,2646,Morton - Railroad Baron
859,2612,C-3PO
859,2611,Lando Calrissian
859,2610,Luke Skywalker
859,31,Han Solo
859,2509,Princess Leia
860,2647,Damiel
860,2648,Marion
860,2649,Cassiel
860,2650,Homer
860,971,Der Filmstar
861,2101,Harry Lime
861,2040,Holly Martins
861,1817,Anna Schmidt
861,2651,Maj. Calloway
861,2652,Sgt. Paine
862,2653,Paul Cicero
862,520,Karen Hill
862,27,James Conway
862,407,Henry Hill
862,75,Tommy DeVito
863,102,Ripley
863,2654,Dallas
863,535,Kane
863,2655,Lambert
863,497,Brett
864,2658,Wiseman
864,2659,Duke Henry the Red
864,2657,Lord Arthur
864,2656,Ash
864,926,Sheila
865,2660,Jacques Mayol
865,807,Enzo Molinari
865,1964,Johana
865,2661,Dr. Laurence
865,2662,Novelli
866,2663,Lord Hidetora Ichimonji
866,2664,Taro Takatora Ichimonji
866,2665,Jiro Masatora Ichimonji
866,2666,Saburo Naotora Ichimonji
866,2667,Lady Kaede
867,1953,Sgt. Tsang Yeh
867,2671,Fung Sei
867,2668,Ah Jong
867,2669,Insp. Lee Ying
867,2670,Jennie
868,2672,Norman Bates
868,2513,Marion Crane
868,2673,Lila Crane
868,2674,Sam Loomis
868,2025,Det. Milton Arbogast
869,2677,Prison Guard
869,2676,Curtis
869,550,Burton Mercer
869,2675,Joliet Jake Blues
869,802,Elwood Blues
870,26,Michael
870,27,Vito Corleone
870,674,Tom Hagen
870,22,Kay
870,2678,Fredo Corleone
871,2680,Eightball
871,70,Pvt. Joker
871,159,Gny. Sgt. Hartman
871,995,Pvt. Pyle
871,2679,Animal Mother
872,1806,Gromit
872,1803,Wallace
873,447,King Henry V
873,2681,Chorus
873,2682,Duke Humphrey of Gloucester
873,2683,Duke John of Bedford
873,2684,Duke Thomas Beaufort of Exeter
874,1380,Antonio Salieri
874,907,Wolfgang Amadeus Mozart
874,2685,Constanze Mozart
874,2686,Leopold Mozart
874,89,Emanuel Schikaneder
875,2688,Squire Red Will Danaher
875,2687,Father Peter Lonergan
875,2319,Mary Kate Danaher
875,2206,Michaleen Oge Flynn
875,2222,Sean Thornton
876,27,Noodles
876,76,Max
876,1299,Deborah
876,1836,Jimmy ODonnell
876,2689,Carol
877,2690,Salvy
877,75,Joey
877,2691,Tommy Como
877,27,Jake La Motta
877,556,Vickie La Motta
878,222,Alvy Singer
878,22,Annie Hall
878,2692,Rob
878,1616,Allison
878,2693,Tony Lacey
879,1179,Chuck Yeager
879,2694,Alan Shepard
879,68,John Glenn
879,685,Gordon Cooper
879,1168,Gus Grissom
880,2698,Professor
880,2697,Pisatel
880,2696,Stalker
880,2695,Zhena Stalkera
881,927,Henry Gondorff
881,499,Johnny Hooker
881,2699,Doyle Lonnegan
881,236,Lt. Wm. Snyder
881,2052,J.J. Singleton
882,2703,Glaucus
882,2702,Mrs. Chasen
882,2704,Uncle Victor
882,2700,Maude
882,2701,Harold
883,2705,Maria Coughlin
883,530,Matthew Slaughter
883,2706,Jean Coughlin
883,2707,Jim Slaughter
883,538,Peg Coughlin
884,607,Antonius Block
885,2710,Urquhart
885,2708,Felix Happer
885,1161,Mac
885,2709,Ben
885,2711,Moritz
886,2712,Traxler
886,494,Kyle Reese
886,113,Vukovich
886,861,Terminator
886,1562,Sarah Connor
887,2715,Mum 
887,2716,Uncle Les
887,2713,Lionel Cosgrove
887,2714,Paquita Maria Sanchez
887,2717,Nurse McTavish
888,565,Pvt. Trip
888,2718,Pvt. Jupiter Sharts
888,204,Sgt. Maj. John Rawlins
888,1150,Col. Robert Gould Shaw
888,1148,Maj. Cabot Forbes
889,673,Rosencrantz
889,82,Guildenstern
889,257,The Player
889,2719,Tragedian
889,2720,Tragedian
890,222,Isaac
890,22,Mary
890,2558,Tracy
890,1963,Yale
890,416,Jill
891,2721,Johnny Caspar
891,1181,Verna
891,558,Bernie Bernbaum
891,732,Leo
891,218,Tom Reagan
892,6,John Keating
892,1182,Neil Perry
892,744,Todd Anderson
892,480,Knox Overstreet
892,2722,Charlie Dalton
893,951,Ben Braddock
893,201,Mrs. Robinson
893,2723,Elaine Robinson
893,2724,Mr. Braddock
893,2725,Mr. Robinson
894,1725,Uncle Joe Grandi
894,2726,Police Sergeant Pete Menzies
894,1882,Mike Vargas
894,2101,Police Captain Hank Quinlan
894,2513,Susan Vargas
895,489,Nikita
895,2727,Rico
895,2728,Coyotte
895,2729,Zap
895,2730,La punk
896,2333,Colonel Saito
896,2632,Major Warden
896,2731,Major Clipton
896,1586,Shears
896,2631,Colonel Nicholson
897,974,Guido Anselmi
897,2732,Luisa Anselmi
897,2644,Claudia
897,2733,Carla
897,2734,Rossella
898,320,J.J. Gittes
898,363,Evelyn Mulwray
898,2735,Noah Cross
898,2736,Escobar
898,2737,Yelburton
899,2740,Bobby Benson
899,2363,Professor Jacob Barnhardt
899,2739,Tom Stevens
899,2023,Helen Benson
899,2738,Klaatu
900,2057,Fred C. Dobbs
900,2741,Howard
900,2742,Curtin
900,2743,Cody
900,2064,Pat McCormick
901,2747,Frank
901,2746,Giles
901,2748,Derek
901,2744,Ozzy
901,2745,Barry
902,399,Lane Meyer
902,2749,Al Meyer
902,1993,Jenny Meyer
902,2750,Johnny Gasparini
902,2751,Badger Meyer
903,320,Jack Torrance
903,2752,Wendy Torrance
903,2753,Danny
903,1623,Hallorann
903,2754,Ullman
904,1897,Vern Tessio
904,2757,Teddy Duchamp
904,254,Ace Merrill
904,2755,Gordie Lachance
904,2756,Chris Chambers
905,2063,Hans Beckert
905,2758,Frau Beckmann
905,2759,Elsie Beckmann
905,2760,Inspector Karl Lohmann
905,2761,Inspector Groeber
906,2656,Ashley Ash J. Williams
906,2762,Annie Knowby
906,2763,Jake
906,2764,Bobby Joe
906,2765,Possessed Henrietta
907,2731,Ramsey The SBO
907,2643,Danny Tunnel King
907,917,Bartlett Big X
907,2766,Hilts The Cooler King
907,1163,Hendley The Scrounger
908,27,Michael
908,334,Nick
908,2678,Stan
908,359,Steven
908,416,Linda
909,2767,Cynthia Hawkins
909,2768,Jules
909,2568,Serge Gorodish
909,2769,Alba
909,2770,Commissaire Jean Saporta
910,610,Buster
910,2771,Ned
910,1262,Larry
910,716,Rita
910,1861,Phil
911,415,Bill Munny
911,97,Little Bill Daggett
911,204,Ned Logan
911,170,English Bob
911,2772,The Schofield Kid
912,1579,Mrs. Eleanor Shaw Iselin
912,2513,Eugenie Rose Chaney
912,2775,Chunjin
912,2773,Major Bennett Marco
912,2774,Raymond Shaw
913,310,Mark Hunter
913,387,Nora Diniro
913,2776,Malcolm Kaiser
913,2777,Murdock
913,2778,Luis Chavez
914,2004,Mortimer Brewster
914,2779,Elaine Harper
914,2184,Jonathan Brewster
914,2244,OHara
914,2044,Mr. Witherspoon
915,1524,George McFly
915,2780,Lorraine Baines
915,2781,Biff Tannen
915,54,Marty McFly
915,335,Dr. Emmett Brown
916,788,Evelyn Couch
916,928,Ninny Threadgoode
916,311,Idgie Threadgoode
916,756,Ruth Jamison
916,2782,Sipsey
918,2783,Zack
918,2784,Jack
918,2785,Roberto
918,2786,Nicoletta
918,1192,Laurette
919,2791,Nezu
919,2790,Ryu
919,2789,Kei
919,2787,Kaneda
919,2788,Tetsuo
920,189,Connor MacLeod
920,583,Ramirez
920,1018,Kurgan
920,2792,Brenda Wyatt
920,2793,Heather
921,927,Luke
921,1166,Dragline
921,2607,Captain
921,2794,Society Red
921,2795,Koko
922,2798,Ragueneau
922,2797,Comte De Guiche
922,967,Christian de Neuvillette
922,2796,Roxane
922,1520,Cyrano De Bergerac
923,2433,Dr. Frederick Frankenstein
923,912,Elizabeth
923,2799,Igor
923,1090,The Monster
923,1237,Frau Blücher
924,2801,Rock Musician #1 
924,2800,Rock Manager 
924,2802,Rock Musician #2 
924,199,Corky 
924,686,Victoria Snelling 
925,135,Songlian
925,2803,The Master
925,2804,Meishan 
925,2805,Zhuoyan 
925,2806,Housekeeper
926,2807,Hynkel - Dictator of Tomania
926,2119,Hannah
926,2808,Napaloni - Dictator of Bacteria
926,2809,Schultz
926,2810,Garbitsch
927,1859,Narrator: Deems Taylor overdubs 
927,2813,Themselves
927,2814,Mickey Mouse 
927,2811,
927,2812,
928,2000,Marshal Will Kane
928,2030,Amy Fowler Kane
928,2089,Mayor Jonas Henderson
928,1248,Deputy Marshal Harvey Pell
928,2815,Helen Ramírez
929,2057,Philip Marlowe
929,2816,Vivian Rutledge
929,2817,Eddie Mars
929,2818,Carmen Sternwood
929,2819,Acme Book Shop Proprietress
930,2820,Heather 
930,2800,Heather 
930,633,Heather 
930,199,Veronica
930,310,J.D.
931,1070,Richard Collier
931,2821,Elise McKenna
931,789,William Fawcett Robinson
931,2822,Laura Roberts
931,2823,Arthur Biehl
932,1882,Judah Ben-Hur
932,2632,Quintus Arrius
932,2824,Messala
932,2825,Esther
932,2826,Sheik Ilderim
933,2829,Heavy Metal Fan
933,2828,Heavy Metal Fan
933,2614,Nigel Tufnel
933,1225,David St. Hubbins
933,2827,Marty DiBergi
934,301,Keith Nelson
934,311,Watts
934,2780,Amanda Jones
934,1433,Hardy Jenns
934,1532,Cliff Nelson
935,2831,Marcus Brody
935,2830,Elsa
935,2421,Sallah
935,31,Indiana Jones
935,583,Professor Henry Jones
936,1812,Chance
936,2050,Eve Rand
936,2145,Benjamin Rand
936,1091,President Bobby
936,2832,Dr. Robert Allenby
937,689,Mahatma Gandhi
937,2833,Lord Irwin
937,2834,Kasturba Gandhi
937,2835,Pandit Nehru
937,2836,Margaret Bourke-White
938,2837,Franz
938,1407,Sabina
938,2838,The Ambassador
938,1221,Tomas
938,982,Tereza
940,28,Chris Knight
940,2840,Mitch Taylor
940,2841,Jordan Cochran
940,273,Prof. Jerry Hathaway
940,2842,Lazlo Hollyfeld
941,2847,Young Pink
941,2845,J.A. Pinkerton 
941,2846,Pinks Wife
941,2843,Pink
941,2844,Pinks Mother
942,1475,Sydney Schanberg
942,1337,Dith Pran
942,376,Al Rockoff
942,118,Jon Swain
942,2848,Military Attaché
943,2849,Ingemar Johansson
945,1391,Karin Kinsella
945,2854,Annie Kinsella
945,407,Shoeless Joe Jackson
945,171,Terence Mann
945,723,Ray Kinsella
946,583,Daniel Dravot
946,2855,Peachy Carnehan
946,789,Rudyard Kipling
946,2856,Billy Fish
946,2857,Ootah
947,2607,Percy Garris
947,2723,Etta Place
947,2029,Bike Salesman
947,927,Butch Cassidy
947,499,The Sundance Kid
948,497,Travis Henderson
948,1497,Jane Henderson
948,1824,Walt Henderson
948,2858,Gas Station Attendant
948,2859,Doctor Ulmer
950,809,Harry Burns
950,188,Sally Albright
950,2509,Marie
950,2860,Jess
950,2861,Joe
951,2865,Clayton
951,2864,Leslie
951,2866,Elizabeth
951,2862,Blake
951,2863,Lenny
952,1419,Eve Stephens
952,2854,Maddie Stephens
952,1404,Renee
952,2867,Annunciata
952,1018,John
953,11,Nat Moyer
953,2406,Midge Carter
953,1643,Clara Gelber
953,2848,The Cowboy
953,2868,Pete Danforth
954,2869,Andrews
954,2624,Golic
954,1382,Clemens
954,102,Ripley
954,173,Dillon
955,2870,David Kessler
955,2871,Nurse Alex Price
955,2872,Truck Driver
955,2873,Jack Goodman
955,2874,Dart Player
956,2875,Jacob Sterling
956,2876,Andrea Livingston
956,1898,Lisa Sterling
956,2877,Rusty Sterling
956,1277,Dr. Leonard Stafford
957,2881,Harold Caswell
957,2880,Melanie
957,2879,Elliot West
957,2878,Nancy Baxter
957,2692,John Baxter
958,2882,Bill Martin
958,2883,Claire Martin
958,2884,Todd Martin
958,2885,Jessica Martin
958,2886,Jimmy Martin
959,2870,Dick Cutler
959,2889,Llanie
959,2890,Janet Cutler
959,2887,Keyes Terry
959,2888,Suki
960,2891,Father Adamsky
960,2892,Anthony Montelli
960,2893,Delores Montelli
960,2894,Sonny Montelli
960,2895,Father Tom
961,2896,George Lutz
961,2897,Kathy Lutz
961,1008,Father Delaney
961,2898,Father Bolen
961,2725,Father Ryan
962,2901,Marvin
962,2900,Mrs. Moriarty
962,2902,Bill
962,1962,Frank
962,2899,Debbie
963,2903,Mario Balato - the Servant
963,1896,Count Dracula
963,2904,Il Marchese Di Fiore
963,2905,La Marchesa Di Fiore
963,2906,Anton - the Counts Servant
964,2907,Muffy
964,2908,Skip
964,1974,Chaz
964,2909,Harvey
964,2910,Clara
965,2912,Dr. Steven Lipscomb
965,2911,Ivy Templeton
965,2441,Bill Templeton
965,66,Elliot Hoover
965,2508,Janice Templeton
966,53,Cal Jamison
966,2913,Jessica Halliday
966,2914,Chris Jamison
966,1143,Lt. Sean McTaggert
966,2915,Kate Maslow
967,2916,Mitch Brenner
967,2917,Melanie Daniels
967,928,Lydia Brenner
967,2918,Annie Hayworth
967,2655,Cathy Brenner
968,2922,Dr. T. Hallen
968,2921,Old Man
968,2920,Lt. Dave
968,2919,Jane Martin
968,2766,Steve Andrews
969,2923,Harry Caulder
969,2924,Catherine Hutton
969,2892,Sgt. Royko
969,2925,Lt. Piantadosi
969,2926,Marie
970,2929,Detective Sawchuck
970,2928,Karen Chrushank
970,2930,Remo Lacey
970,2378,Bill Chrushank
970,2927,Dr. Agatha Webb
971,2931,Cabman John Gray
971,2147,Joseph
971,2810,Dr. Wolfe Toddy MacFarlane
971,2932,Meg Cameron
971,2933,Donald Fettes
972,673,Dracula
972,199,Mina Murray
972,66,Professor Abraham Van Helsing
972,600,Jonathan Harker
972,1660,Dr. Jack Seward
973,2935,Elizabeth
973,2934,Henry Frankenstein
973,2936,Doctor Pretorius
973,2931,The Monster
973,2221,Mary Wollstonecraft Shelley
974,2491,Marian Rolf
974,2937,Ben Rolf
974,15,Arnold Allardyce
974,2938,Roz Allardyce
974,2939,David Rolf
975,663,Helen Lyle
975,669,Trevor Lyle
975,1594,The Candyman
975,1304,Bernadette Walsh
975,2940,Anne-Marie McCoy
976,50,Claude Kersek
976,292,Danielle Bowden
976,534,Leigh Bowden
976,27,Max Cady
976,1141,Sam Bowden
977,2071,Sam Bowden
977,2425,Max Cady
977,2941,Peggy Bowden
977,2942,Nancy Bowden
977,2025,Police Chief Mark Dutton
978,1848,Carrie
978,324,Margaret White
978,1643,Sue Snell
978,100,Billy Nolan
978,2943,Tommy Ross
979,2944,Alice Perrin
979,2945,Female
979,916,Paul Gallier
979,1497,Irena Gallier
979,1555,Oliver Yates
980,1155,Nancy Thompson
980,372,Glen Lantz
980,1156,Fred Krueger
980,2155,Lt. Thompson
980,2946,Marge Thompson
981,2071,Robert Thorn
981,2947,Katherine Thorn
981,2948,Damien
981,1212,Keith Jennings
981,2949,Mrs. Baylock
982,1441,Suzanne
982,1114,Jason
982,94,Gabriela
982,320,Alex
982,2855,Victor
983,195,Dova
983,363,Janet
983,533,Milo
983,1082,Law
983,567,Guy
984,2950,Rose Morgan
984,357,Gregory Larkin
984,2816,Hannah Morgan
984,474,Henry Fine
984,813,Claire
985,2953,Dr. Richardson
985,2660,Terry
985,2951,Bess McNeill
985,2952,Jan Nyman
985,739,Dodo McNeill
986,1021,Martin Bells
986,1141,Inspector Cray
986,2954,Leanne
986,833,Newscaster
986,313,James
987,2955,Geordi
987,1059,Data
987,2956,Worf
987,1056,Picard
987,1058,Riker
988,2957,David Helfgott - Adult
988,2958,Peter
988,2959,Tony
988,2960,Sylvia
988,2961,Sam
989,2962,Karl Childers
989,2963,Doyle Hargraves
989,752,Charles Bushman
989,2964,Vaughan Cunningham
989,2965,Frank Wheatley
990,2966,Officer Hummell
990,1658,Ted Maltin
990,1486,Liz Langston
990,861,Howard Langston
990,1976,Myron Larabee
991,565,Dudley
991,16,Julia Biggs
991,139,Reverend Henry Biggs
991,20,Joe Hamilton
991,1666,Margueritte Coleman
992,814,Reverend Parris
992,963,Judge Thomas Danforth
992,67,Elizabeth Proctor
992,1221,John Proctor
992,199,Abigail Williams
993,448,Cruella DeVil
993,792,Roger
993,1356,Anita
993,1310,Nanny
993,2967,Jasper
994,2376,Al Powell
994,142,John McClane
994,273,Thornberg
994,1184,Holly McClane
994,2968,Esperanza
995,2972,Sulu
995,2970,Dr. McCoy
995,2971,Scotty
995,1057,Capt. James T. Kirk
995,2969,Spock
996,1057,Captain James T. Kirk
996,2969,Spock
996,2970,Dr. Leonard McCoy
996,2971,Montgomery Scott
996,2973,Pavel Chekov
997,2973,Chekov
997,1057,Kirk
997,2969,Spock
997,2970,McCoy
997,2971,Scotty
998,2973,Chekov
998,2971,Scotty
998,2969,Spock
998,1057,Kirk
998,2970,McCoy
999,2973,Chekov
999,1057,Kirk
999,2969,Capt. Spock
999,2970,McCoy
999,2971,Scotty
1000,2970,Dr. Leonard McCoy
1000,2971,Montgomery Scott
1000,1057,Admiral James T. Kirk
1000,2969,Spock
1000,2972,Sulu
1001,2974,Alfred
1001,334,Max Shreck
1001,99,Penguin
1001,1169,Batman
1001,137,Catwoman
1002,1226,William H. Bonney
1002,254,Doc Scurlock
1002,1668,Chavez y Chavez
1002,1340,Dick Brewer
1002,104,Dirty Steve Stephens
1003,310,Arkansas Dave Rudabaugh
1003,1668,Chavez y Chavez
1003,1681,Pat Garrett
1003,1226,William H. Bonney
1003,254,Doc Scurlock
1004,100,Danny
1004,2975,Sandy
1004,500,Rizzo
1004,2976,Kenickie
1004,2977,Doody
1005,137,Stephanie
1005,2978,Michael
1005,2979,Paulette
1005,2980,Sharon
1005,2981,Rhonda
1006,180,Max
1006,2983,Screwface
1006,2984,Charles
1006,711,John Hatcher
1006,2982,Leslie
1007,711,Casey Ryback
1007,371,Commander Krill
1007,540,William Strannix
1007,955,Jordan Tate
1007,1205,Tackman
1008,2985,Brody
1008,2699,Quint
1008,257,Hooper
1008,2986,Ellen Brody
1008,2725,Vaughn
1009,2988,Hendricks
1009,2987,Peterson
1009,2725,Mayor Vaughn
1009,2985,Brody
1009,2986,Ellen Brody
1010,685,Mike Brody
1010,2989,Kathryn Morgan
1010,2990,Philip FitzRoyce
1010,2991,Calvin Bouchard
1010,2992,Sean Brody
1011,12,President Russell P. Kramer
1011,1163,President Matt Douglas
1011,802,President William Haney
1011,1555,Vice President Ted Matthews
1011,2993,Joe Hollis
1012,448,First Lady Marsha Dale
1012,52,Barbara Land
1012,320,President James Dale
1012,46,Professor Donald Kessler
1012,457,Nathalie Lake
1013,1366,Ruth Stoops
1013,2994,Diane Siegler
1013,2995,Gail Stoney
1013,1258,Norm Stoney
1013,2996,Rachel
1014,856,Jerry Maguire
1014,900,Rod Tidwell
1014,1591,Dorothy Boyd
1014,2996,Avery Bishop
1014,1897,Frank Cushman
1015,103,Ed
1015,116,H.I. McDunnough
1016,257,BB
1016,99,Tilley
1016,2997,Nora
1016,1354,Moe
1016,2998,Sam
1017,499,Bishop
1017,802,Mother
1017,2999,Crease
1017,3000,College-Aged Cosmo
1017,3001,College-Aged Bishop
1018,3004,Porter
1018,3003,Mabel Rosie Rose
1018,541,Ernest Hemingway
1018,267,Agnes von Kurowsky
1018,3002,Henry Villard
1019,416,Lee
1019,519,Hank
1019,22,Bessie
1019,27,Dr. Wally
1019,3005,Marvin
1020,663,Dixie DeLaughter
1020,755,Myrlie Evers
1020,3006,Peggy Lloyd
1020,325,Bobby DeLaughter
1020,76,Byron De La Beckwith
1021,333,Sean Casey
1021,257,Sam Vigoda
1021,1407,Peggy Lindstrom
1021,2619,Liam Casey
1021,327,Joey Allegretto
1022,3007,Beavis
1022,142,Muddy Grimes
1022,121,Dallas Grimes
1022,1237,Old Woman on Plane and Bus
1022,2175,ATF Agent Flemming
1023,1775,Billy
1023,630,Casey
1023,1105,Gale Weathers
1023,1773,Sidney
1023,2418,Deputy Dewey
1024,1221,Hawkeye 
1024,143,Cora Munro
1024,3008,Chingachgook
1024,39,Uncas
1024,3009,Alice Munro
1025,62,Vartan Malt
1025,682,Frank Quinlan
1025,1865,Huey Driscoll
1025,100,Michael
1025,716,Dorothy Winters
1026,2050,Aurora Greenway
1026,532,Jerry Bruckner
1026,292,Melanie Horton
1026,1066,Patsy Carpenter
1026,2342,Arthur Cotton
1027,447,Hamlet
1027,3010,Gertrude
1027,2681,Claudius
1027,78,Ophelia
1027,3011,Attendant to Claudius
1028,3014,Clyde Smith
1028,3013,Dr. Howard
1028,3012,Mrs. Howard
1028,1591,Novalyne Price
1028,995,Robert E. Howard
1029,431,John Henderson
1029,2010,Beatrice Henderson
1029,3015,Lawyer
1029,3016,Karen Henderson
1029,2286,Carl
1030,3017,Agustín Magaldi
1030,83,Ché
1030,3018,Doña Juana
1030,1284,Eva Perón
1030,152,Juan Perón
1031,194,Isabel Archer
1031,376,Gilbert Osmond
1031,2997,Madame Serena Merle
1031,530,Ralph Touchett
1031,756,Henrietta Stackpole
1032,2871,Girl
1032,3019,Black Boy
1032,3020,White Boy
1032,3021,Father
1032,3022,Man
1033,652,Detective Stengel
1033,3023,Spikings
1033,551,Jordan
1033,92,Detective Regis
1033,1844,Nina Chance
1034,1002,Rollo Lee
1034,1189,Willa Weston
1034,806,Vince McCain
1034,2448,Bugsy Malone
1034,3024,Reggie Sealions
1035,804,Detective Aldo Hines
1035,3025,Stubbs
1035,463,Rachel Taper
1035,407,Ryan Weaver
1035,386,Teri Halloran
1036,1671,Harry
1036,1459,Kate
1036,3026,Morris Goodman
1036,3027,Louise Goodman
1036,3028,Sam Goodman
1037,433,Insp. Chan Ka Kui
1037,3029,Jackson Tsui
1037,3030,Annie Tsui
1037,436,Uncle Bill Wong
1037,3031,Col. Gregor Yegorov
1038,3032,Martin Tanley
1038,190,Gobei
1038,3033,Sensei
1038,367,Haru
1038,1801,Allison Page
1039,380,Insp. Scott Roper
1039,1139,Kevin McCall
1039,3034,Detective Kimura
1039,3035,Lt. Sam Baffett
1039,3036,Officer Forbes
1040,1617,Julie
1040,3037,Jack
1040,3038,Sue
1040,3039,Tom
1040,1856,Mother
1041,3041,Ruth
1041,3040,Graham Wando
1041,2490,Lauren Wando
1041,46,Harry Dalton
1041,1562,Rachel Wando
1042,116,Amos Odell
1042,575,Andrew Sterling
1042,956,Phil Gillman
1042,3042,Judy Gillman
1042,2503,Chief of Police Cecil Tolliver
1043,372,Sam
1043,311,Joon Pearl
1043,887,Benny Pearl
1043,108,Ruthie
1043,1397,Eric
1044,3044,Pat Tyson
1044,1250,Bill Dellinger
1044,250,Elfriede Prefontaine
1044,3043,Steve Prefontaine
1044,159,Bill Bowerman
1045,655,Lt. Cmdr. Quinton McHale
1045,1824,Capt. Wallace B. Binghampton
1045,1587,Cobra
1045,3045,Lt. Penelope Carpenter
1045,468,Ensign Charles Parker
1046,3046,Louka
1046,3047,Kolja
1046,3048,Klára
1046,3049,Broz
1046,3050,Mother
1047,3053,Blind Man
1047,3052,Mr. Woodson
1047,1218,Spoon
1047,82,Stretch
1047,3051,Cookie
1048,2614,Corky St. Clair
1048,3054,Ron Albertson
1048,1482,Sheila Albertson
1048,657,Libby Mae Brown
1048,3055,Gwen Fabin-Blunt - Councilwoman
1049,73,Leonid Kleist
1049,88,Ira Grushinsky
1049,3058,Katrina Pochenko
1049,3056,Joy Miller
1049,3057,Boris Pochenko
1050,754,Tim
1050,3061,Sooze
1050,3059,Jeff
1050,1172,Buff
1050,3060,Pony
1051,709,Pestario Pest Vargas
1051,805,Gustav Shank
1051,182,Ninja
1051,3062,Glen Livitt
1051,3063,Himmel Shank
1052,3065,Chuy
1052,3066,Tomas Fuentes
1052,3064,Alex Whitman
1052,568,Isabel Fuentes Whitman
1052,1239,Jeff
1053,415,Luther Whitney
1053,97,President Richmond
1053,68,Seth Frank
1053,561,Kate Whitney
1053,2694,Bill Burton
1054,120,Patti
1054,1732,Agent Zeke Kelso
1054,2306,Mr. Flint
1054,138,Boetticher
1054,1090,Pa
1055,3068,Rusty Griswold
1055,3069,Audrey Griswold
1055,1170,Cousin Eddie
1055,908,Clark Griswold
1055,3067,Ellen Griswold
1056,1903,Lilly Leonard
1056,101,Dan De Mora
1056,3070,Molly De Mora
1056,1762,Rowena
1056,3071,Alan
1057,3073,Ed
1057,3072,Al
1057,3074,Party Girl
1057,555,Fred Madison
1057,471,Renee Madison
1058,29,John Wright
1058,1287,Mann
1058,573,Sylvester Carrier
1058,1187,Duke Purdy
1058,3075,James Taylor
1059,26,Lefty
1059,372,Donnie
1059,587,Sonny
1059,2860,Nicky
1059,1228,Paulie
1060,3077,Nikki
1060,2284,Lysterine
1060,3078,Arguing Woman
1060,1757,Bunz
1060,3076,Rushon
1061,290,Roy Egan
1061,1114,Skip Kovich
1061,383,Lee Egan
1061,49,Rachel Montana
1061,3079,Jorge Montana
1062,3080,Buzz
1062,1357,Teddy
1062,112,Billy
1062,3081,Sol
1062,402,Jesse
1063,3083,Mimi-Siku
1063,1131,Charlotte
1063,3082,Dr. Patricia Cromwell
1063,2,Michael Cromwell
1063,23,Richard Kempster
1064,2587,Raj Singh
1065,3084,
1065,3085,Alison Stern
1065,3086,Robin Quivers
1065,3087,Fred Norris
1065,3088,Kenny
1066,3090,Dr. Lev Botvin
1066,28,Simon Templar
1066,117,Dr. Emma Russell
1066,740,Ivan Tretiak
1066,3089,Ilya Tretiak
1067,3092,Juliane Christiansen
1067,3093,Policeman
1067,32,Smilla Jaspersen
1067,3091,Inuit Hunter
1067,3094,Detective
1068,1964,Gabrielle
1068,662,Vaughan
1068,1208,Catherine Ballard
1068,103,Helen Remington
1068,1011,James Ballard
1069,3095,Eliza Malone DAmico
1069,609,Louis DAmico
1069,657,Jo Malone
1069,1655,Carl Petrovic
1069,3096,Jim Malone
1070,1121,Samantha Cole
1070,905,Miranda
1070,3098,Max Reede
1070,87,Fletcher Reede
1070,3097,Audrey Reede
1071,94,Selena Quintanilla
1071,923,Abraham Quintanilla
1071,146,Chris Perez
1071,3099,Suzette Quintanilla
1071,3100,Marcela Quintanilla
1072,31,Tom OMeara
1072,144,Rory Devaney
1072,3042,Sheila OMeara
1072,1280,Edwin Diaz
1072,1836,Billy Burke
1073,3103,Darla Dimple
1073,3102,Sawyer
1073,3104,Darla Dimple
1073,620,Danny
1073,3101,Sawyer
1074,467,Nisi
1074,3105,Mickey
1074,401,Mr. Donald Blakemore
1074,3106,Manley
1074,3107,Tracy Shaw
1075,641,Tommy Oliver
1075,3108,Katherine Kat Hillard
1075,3109,Divatox
1075,3110,Lerigot
1075,3111,Warrior #1
1076,3114,Kathryn Quinn
1076,2615,Goldsmythe
1076,3113,Stavros
1076,41,Jack Quinn
1076,3112,Yaz
1077,1840,Pamela Abbott
1077,1140,Eleanor Abbott
1077,196,Doug Holt
1077,2417,Jacey Holt
1077,1436,Lloyd Abbott
1078,29,Paul Serone
1078,94,Terri Flores
1078,301,Dr. Steven Cale
1078,286,Danny Rich
1078,9,Warren Westridge
1079,462,Dr. Oatman
1079,656,Marcella
1079,802,Grocer
1079,767,Debi Newberry
1079,399,Martin Q. Blank
1080,75,Tommy
1080,3115,Charlie
1080,1138,Laurie Bennett
1080,3116,Dick Bennett
1080,3117,Annette Bennett
1081,3119,Susan Macarthy
1081,3118,Margaret Drummond
1081,3120,Rosemary Leighton-Jones
1081,448,Adrienne Pargiter
1081,1599,Dr. Verstak
1082,532,Bokky
1082,1679,Pat
1082,3121,Jean
1082,1264,Double D
1082,3122,Boss Jack
1083,223,Romy
1083,3123,Michele
1083,1171,Heather
1083,770,Sandy Frink
1083,3124,Christie
1084,573,Emmit Reese
1084,1391,Kelly Roark
1084,3125,Dr. Jaye Calder
