movie_id,actor_id,role
1464,3407,Tábornagy
1464,3938,Nicoletta von Niebuhr
1464,3676,Hendrik Höfgen
1464,3937,Barbara Bruckner
1465,846,Dorothy Vallens
1465,678,Jeffrey Beaumont
1465,725,Frank Booth
1465,1366,Sandy Williams
1465,3940,Mrs. Williams
1466,1073,Natty Gann
1466,399,Harry
1466,2562,Sol Gann
1466,3941,Connie
1466,1623,Sherman
1467,2112,Shere Khan the Tiger
1467,3943,Mowgli the Man Cub
1467,1620,Baloo the Bear
1467,2348,Bagheera the Panther
1467,3942,King Louie of the Apes
1468,3944,Lady
1468,3945,Tramp
1468,3946,Darling
1468,3947,Jock
1468,3948,Trusty
1469,3949,Ariel
1469,3950,Sebastian
1469,3951,Louis
1469,1553,Eric
1469,3952,Ursula
1470,3301,Gerald Ducksworth
1470,2292,Casey
1470,1226,Gordon Bombay
1470,867,Hans
1470,1468,Coach Reilly
1471,2855,Scrooge
1471,424,The Great Gonzo
1471,3953,Rizzo the Rat
1471,3954,Tiny Tim Cratchit
1471,3405,Miss Piggy
1472,13,Medda Larkson
1472,674,Joseph Pulitzer
1472,3955,David Jacobs
1472,210,Jack Kelly
1472,555,Bryan Denton
1473,3959,Roger Radcliffe
1473,3958,Nanny
1473,2916,Pongo
1473,3956,Cruella De Vil
1473,3957,Colonel
1474,111,Ginny Grainger
1474,3960,Jack Grainger
1474,497,Gideon
1474,3961,Caleb Grainger
1474,3962,Abbie Grainger
1475,3947,Mr. Smee
1475,3964,Mrs. Darling
1475,3963,Peter Pan
1475,2365,Wendy Darling
1475,2301,Captain Hook
1476,6,Popeye
1476,2752,Olive Oyl
1476,2052,Poopdeck Pappy
1476,3965,Wimpy
1476,3966,Bluto
1477,3967,Bernard
1477,1621,Miss Bianca
1477,550,Wilbur
1477,3968,Jake
1477,3969,Cody
1478,2310,Mr. Snoops
1478,3970,Ellie Mae
1478,3925,Madame Medusa
1478,3967,Bernard
1478,1621,Miss Bianca
1479,2110,Letha
1479,3971,Victor
1479,2304,Tia
1479,2305,Tony
1479,3972,Mr. Yokomoto
1480,362,Abis Mal
1480,3973,Genie
1480,1989,Thief
1480,1560,Jafar
1480,1558,Aladdin
1481,1772,Dorothy
1481,3197,Dr. Worley
1481,3974,Nurse Wilson
1481,324,Aunt Em
1481,3975,Uncle Henry
1482,3976,Cliff
1482,1140,Jenny
1482,462,Peevy
1482,3057,Neville Sinclair
1482,2653,Eddie Valentine
1483,1814,John Slade
1483,2297,Tim
1483,3977,Katrinka Muggelberg
1483,2306,Wilby Daniels
1483,2918,Betty Daniels
1484,3978,Princess Aurora
1484,3979,Prince Phillip
1484,3980,Maleficent
1484,3981,Flora
1484,3944,Merryweather
1485,2645,Charles Halloway
1485,152,Mr. Dark
1485,3982,Mrs. Nightshade
1485,3983,Tom Fury
1485,3984,Will Halloway
1486,2366,A.J. Allen
1486,2315,Biff Hawk
1486,1814,Alonzo P. Hawk
1486,2051,Prof. Ned Brainard
1486,2099,Elizabeth Betsy Brainard
1487,2104,Sally
1487,3963,Johnny
1487,3985,Uncle Remus
1487,3986,Ginny
1487,3987,Grandmother
1488,1,Allen Bauer
1488,697,Madison
1488,3988,Walter Kornbluth
1488,550,Freddie Bauer
1488,3989,Mrs. Stimler
1489,39,Epenow
1489,212,Nakooma
1489,3571,Squanto
1489,2613,Brother Daniel
1489,3990,Mooshawset
1490,2814,Mickey Mouse
1491,357,Kevin Flynn
1491,3991,Alan Bradley
1491,1212,Ed Dillinger
1491,3992,Lora
1491,3993,Dr. Walter Gibbs
1492,2997,Frau Müller
1492,1034,Arvid
1492,1231,Evey
1492,1182,Peter Müller
1492,210,Thomas Berger
1493,1189,Laurie Strode
1493,3994,John
1493,3995,Will Brennan
1493,3996,Molly
1493,3997,Charlie
1494,21,Harris K. Telemacher
1494,3998,Sara McDowel
1494,1660,Roland Mackey
1494,457,SanDeE*
1494,3999,Trudi
1495,4003,Father
1495,4002,Mother
1495,4000,Marie
1495,21,Navin
1495,4001,Patty Bernstein
1496,21,Rigby Reardon
1496,4004,Juliet Forrest
1496,4005,The Exterminator
1496,4006,Field Marshall VonKluck
1496,2245,Leona Hastings-Forrest
1497,4008,Dr. Pasteur
1497,1212,Dr. Alfred Necessiter
1497,4007,Butler
1497,21,Dr. Michael Hfuhruhurr
1497,1474,Dolores Benedict
1498,1731,Simon
1498,806,Mack
1498,21,Davis
1498,1249,Claire
1498,756,Dee
1499,1195,Danson
1499,1191,John Hall
1499,4009,Jane Wisconsky
1499,2875,Warwick
1499,4010,Brogan
1500,702,Darrel Curtis
1500,4012,Johnny Cade
1500,4013,Sodapop Curtis
1500,4011,Ponyboy Curtis
1500,195,Dallas Winston
1501,31,Indiana Jones
1501,864,Willie Scott
1501,4014,Short Round
1501,4015,Mola Ram
1501,2835,Chattar Lal
1502,535,Aragorn
1502,4018,Sam
1502,4019,Merry
1502,4016,Frodo
1502,4017,Gandalf
1503,535,Winston Smith
1503,3799,OBrien
1503,4020,Julia
1503,2703,Charrington
1503,4021,Parsons
1504,334,Johnny Smith
1504,4022,Sarah Bracknell
1504,2654,Sheriff Bannerman
1504,2505,Dr. Sam Weizak
1504,4023,Roger Stuart
1505,4025,Connie
1505,4024,Brett
1505,4026,Curt
1505,1226,Bill Robinson
1505,1567,Hendershot
1506,607,Leland Gaunt
1506,68,Sheriff Alan Pangborn
1506,1184,Polly Chalmers
1506,1495,Nettie Cobb
1506,752,Danforth Keeton III
1507,2478,Donna Trenton
1507,4027,Vic Trenton
1507,4028,Tad Trenton
1507,2519,Steve Kemp
1507,4029,Joe Camber
1508,4033,Malachai
1508,4032,Isaac
1508,4031,Diehl
1508,4030,Burt
1508,1562,Vicky
1509,1646,Itchy
1509,1838,Charlie
1509,4034,Dog Caster
1509,4035,Vera
1509,4036,Killer
1510,322,Morticia Addams
1510,1203,Gomez Addams
1510,335,Uncle Fester Addams
1510,1867,Tully Alford
1510,2915,Abigail Craven
1511,4038,Leonardo
1511,4037,Prince Henry
1511,4039,Marguerite
1511,630,Danielle
1511,322,Rodmilla
1512,116,Rick Santoro
1512,533,Commander Kevin Dunne
1512,1555,Gilbert Powell
1512,1491,Julia Costello
1512,4040,Lincoln Tyler
1513,4041,Sam
1513,1172,Eddie
1513,956,Big Fat Bernie Gayle
1513,3088,Veal Chop
1513,4042,Bernie Jr.
1514,4044,Chrissie
1514,4043,Grace
1514,544,Joseph
1514,2708,Lou
1514,156,Sally
1515,2001,Charlotte Andergast
1515,4045,Eva
1515,4046,Helena
1515,4047,Viktor
1515,4048,Charlottes private secretary
1516,2138,Martha
1516,3799,George
1516,474,Nick
1516,4049,Honey
1516,4050,Roadhouse Waitress
1517,4054,Joe Gipp
1517,4053,Daryl
1517,117,Chris
1517,4051,Sara
1517,4052,Brad
1518,4055,Gary Wallace
1518,4056,Wyatt Donnelly
1518,4057,Lisa
1518,532,Chet Donnelly
1518,4058,Deb
1519,917,Albert Blossom
1519,4060,Matthew Mugg
1519,2240,Gen. Bellowes
1519,2065,Dr. John Dolittle
1519,4059,Emma Fairfax
1520,4061,Prof. Julius Kelp
1520,4062,Stella Purdy
1520,4063,Dr. Mortimer S. Warfield
1520,4064,Millie Lemmon
1520,4065,Warzewski
1521,2010,Charlotte
1521,4066,Wilbur
1521,4067,Templeton
1521,4068,Narrator
1521,4069,Mrs. Arable
1522,4072,Capt. Holly
1522,4070,Chief Rabbit
1522,4071,Bigwig
1522,535,Hazel
1522,1406,Fiver
1523,4073,Mrs. Brisby
1523,2681,Nicodemus
1523,1646,Jeremy
1523,876,Mr. Ages
1523,2354,Auntie Shrew
1525,4077,Tanya Mousekewitz
1525,4075,Mama Mousekewitz
1525,4076,Papa Mousekewitz
1525,1646,Tiger
1525,789,Henri
1526,2005,Wylie
1526,1002,Cat R. Waul
1526,1643,Miss Kitty
1526,4078,Fievel
1526,4075,Mama
1527,2549,Gump
1527,856,Jack
1527,1185,Lili
1527,420,Darkness
1527,4079,Blix
1528,4081,Caroline
1528,3671,Mike Baker
1528,4080,Jake
1528,3698,Samantha
1528,4055,Geek
1529,3698,Andie
1529,4082,Duckie
1529,497,Jack
1529,4083,Iona
1529,1011,Steff
1530,3217,Alec Newbary
1530,121,Jules
1530,4013,Billy Hicks
1530,2470,Kevin Dolenz
1530,1226,Kirby Keger
1531,4085,Brun
1531,4084,Broud
1531,862,Iza
1531,697,Ayla
1531,758,Creb
1532,4088,Tanya
1532,2943,Roger Cobb
1532,4086,Sandy Sinclair
1532,910,Harold Gorton
1532,4087,Big Ben
1533,3983,Gramps
1533,4091,John
1533,4089,Jesse
1533,4090,Charlie
1533,4092,Bill
1534,4097,Mpudi
1534,4096,Sam Boga
1534,4095,Kate Thompson
1534,4094,Andrew Steyn
1534,4093,Xi
1535,4093,Xixo
1535,4098,Dr. Ann Taylor
1535,4099,Dr. Stephen Marshall
1535,4100,Xiri
1535,4101,Xisa
1536,4102,Phil Phil
1536,2297,Fred Davis
1536,1728,Dr. Patrick Sullivan
1536,3198,Josh Framm
1536,811,Jackie Framm
1537,691,John Steed
1537,957,Dr. Emma Peel
1537,583,Sir August de Wynter
1537,2517,Invisible Jones
1537,1545,Mother
1538,17,Stella Payne
1538,4103,Winston Shakespeare
1538,755,Delilah Abraham
1538,1431,Vanessa
1538,1362,Angela
1539,942,Rita
1539,4104,Saleslady
1539,4105,Landlady
1539,3476,Vivian
1539,462,Murray
1540,1272,Henry
1540,4106,Becky
1540,4107,Otis
1540,4108,Dead Woman
1540,4109,Waitress
1541,664,Rosemary Woodhouse
1541,4110,Guy Woodhouse
1541,2700,Minnie Castevet
1541,4111,Roman Castevet
1541,4112,Hutch
1542,4117,1st Bully
1542,4116,Bastians Father
1542,4115,The Childlike Empress
1542,4113,Atreyu
1542,4114,Bastian
1543,4118,Bastian
1543,4119,Atreyu
1543,4120,Xayide
1543,4121,Barney
1543,4122,Nimbly
1544,4123,Mason Dixon
1544,4124,Jim Richardson
1544,4125,Lois Fairchild
1544,4126,Lt. Wilbur Finletter
1544,4127,The President
1545,4132,Mengele
1545,4131,Eva
1545,4130,Adolf
1545,4129,Leroy
1545,4128,Eleanor Mama Washington
1546,1682,Mary
1546,3203,Barry
1546,459,Jerry
1546,1497,Cheri
1546,617,Terri
1547,4133,Tony
1547,196,Lewis
1547,4134,Kerrie
1547,2413,Sheriff
1547,481,Beth
1548,92,Blade
1548,1114,Deacon Frost
1548,4135,Whistler
1548,1318,Karen
1548,4136,Quinn
1549,1863,Ruby Sinclair
1549,4137,Rafael Infante
1549,4135,John Burnett
1549,1310,Bea Johnson
1549,4138,Patricia
1550,4141,Cliff
1550,4140,Rachel
1550,4142,Buckley
1550,2387,Josh
1550,4139,Cooper
1551,56,Ryan Harrison
1551,493,Fergus Falls
1551,4057,Lauren Goodhue
1551,4143,Cass Lake
1551,3127,Hibbing Goodhue
1552,4144,Connor
1552,2961,Arno
1552,4145,Griffin
1552,4146,Searle
1552,4147,Ulf
1553,4149,Ernie
1553,4148,Jane Butterfield
1553,1169,Betelgeuse
1553,325,Adam
1553,69,Barbara
1554,2005,Rupert Cadell
1554,4150,Brandon
1554,4151,Phillip
1554,4152,David Kentley
1554,4153,Mrs. Wilson
1555,2491,Fran
1555,498,George Lumley
1555,3822,Blanche Tyler
1555,4154,Arthur Adamson
1555,4029,Maloney
1556,4159,Chief Inspector Tim Oxford
1556,4158,Babs Milligan
1556,4156,Robert Rusk
1556,4155,Richard Blaney
1556,4157,Brenda Blaney
1557,927,Professor Michael Armstrong
1557,2352,Sarah Sherman
1557,4160,Countess Kuchinska
1557,4161,Heinrich Gerhard
1557,4162,Ballerina
1558,2917,Marnie Edgar Rutland
1558,583,Mark Rutland
1558,4163,Sidney Strutt
1558,4164,Bernice Edgar
1558,653,Lil Mainwaring
1559,4167,Det. Matthews
1559,4166,Det. Lt. Bowers
1559,4165,Frank D. OConnor
1559,2673,Rose Balestrero
1559,2501,Christopher Emanuel
1560,2005,Dr. Benjamin McKenna
1560,4168,Josephine Conway McKenna
1560,4169,Lucy Drayton
1560,4170,Edward Drayton
1561,4171,Sam Marlowe
1561,2050,Jennifer Rogers
1561,4172,Capt. Albert Wiles
1561,4173,Miss Ivy Gravely
1561,4174,Mrs. Wiggs
1562,4177,Barbara Morton
1562,2049,Sen. Morton
1562,4151,Guy Haines
1562,4175,Bruno Antony
1562,4176,Anne Morton
1563,4178,Charlotte Inwood
1563,2322,Eve Gill
1563,4179,Jonathan Cooper
1563,4180,Ordinary Smith
1563,2554,Commodore Gill
1564,1494,Steve Rubell
1564,1773,Julie Black
1564,1320,Billie Auster
1564,3276,Shane OShea
1564,568,Anita
1565,467,Zola Taylor
1565,2284,Elizabeth Mickey Waters
1565,19,Emira Eagle
1565,179,Frankie Lymon
1565,920,Morris Levy
1566,81,Julia Comstock
1566,1660,Gordon Comstock
1566,442,Rosemary
1566,4181,Ravelston
1566,1244,Erskine
1567,4183,Fin Raziel
1567,3974,Queen Bavmorda
1567,4182,Willow Ufgood
1567,1505,Sorsha
1567,28,Madmartigan
1568,723,Eliot Ness
1568,583,Jim Malone
1568,27,Al Capone
1568,3883,Oscar Wallace
1568,333,George Stone
1569,4186,Kathy
1569,4185,Sam
1569,3,Hamilton
1569,4184,Mitch
1569,1091,Pops
1570,425,Elisabeth Laurier
1570,269,Charles Godwin
1570,4187,Louisa Godwin
1570,1447,John Taylor
1570,4188,Constance
1571,2001,Lady Henrietta Flusky
1571,2040,Sam Flusky
1571,4180,Hon. Charles Adare
1571,4189,Milly
1571,4190,The Governor
1572,4192,Sir Simon Flaquer
1572,3614,Judge Lord Thomas Horfield
1572,4193,Lady Sophie Horfield
1572,2071,Anthony Keane
1572,4191,Gay Keane
1573,4194,Connie Porter
1573,4195,John Kovac
1573,2219,Willi
1573,4196,Gus Smith
1573,4197,Alice MacKenzie
1574,2822,Charlie Newton
1574,2040,Charlie Oakley
1574,4198,Jack Graham
1574,2200,Joseph Newton
1574,4199,Emma Newton
1575,4201,Neilson
1575,4200,Freeman
1575,2431,Charles Tobin
1575,2779,Patricia  Martin
1575,2463,Barry Kane
1576,2173,Ann
1576,4202,David
1576,4203,Jeff
1576,2244,Chuck
1576,4204,Mr. Custer
1577,2004,Johnnie
1577,2121,Lina
1577,4205,General McLaidlaw
1577,2123,Beaky
1577,2041,Mrs. McLaidlaw
1578,4208,Sam - Sir Humphreys Groom
1578,4207,Chadwick - Sir Humphreys Butler
1578,3614,Sir Humphrey Pengallan
1578,2319,Mary Yellan
1578,4206,Jem Trehearne - Sir Humphreys Gang
1579,4209,Iris Matilda Henderson
1579,2439,Gilbert Redman
1579,1825,Dr. Egon Hartz
1579,2041,Miss Froy
1579,4190,Mr. Todhunter
1580,4210,Mrs. Verloc
1580,4211,Karl Verloc
1580,4212,Stevie
1580,4213,Detective Sgt. Ted Spencer
1580,4214,Renee
1581,4217,Clive
1581,4216,Ramon Levine
1581,4215,Bob Lawrence
1581,2168,Jill Lawrence
1581,2063,Abbott
1582,4218,Alice White
1582,4219,Detective Frank Webber
1582,4220,Mrs. White
1582,4221,Mr. White
1582,4222,Tracy
1583,4226,Her Husband
1583,4225,The Landlady
1583,4227,Joe - A Police Detective
1583,4223,Daisy - A Mannequin
1583,4224,The Lodger
1584,4228,Russian Thug
1584,376,Teddy KGB
1584,1323,Mike McDermott
1584,1642,Worm
1584,3397,Jo
1585,3777,Leaven
1585,4229,Quentin
1585,4230,Worth
1585,4231,Kazan
1585,4232,Holloway
1586,1397,Ben Goodrich
1586,791,Rev. Russell
1586,4233,Simon Birch
1586,704,Joe Wenteworth
1586,2403,Rebecca Wenteworth
1587,2417,Steve Prefontaine
1587,779,Bill Bowerman
1587,3428,Mary Marckx
1587,361,Frank Shorter
1587,594,Roscoe Devine
1588,721,Pasqualino Frafuso
1588,3666,Pedro
1588,4234,The Prison Camp Commandant
1588,4235,Concettina Frafuso
1588,4236,Francesco
1589,2566,Anna
1589,4239,Pippo
1589,4238,Signor Pavone Lanzetti
1589,721,Gennarino Carunchio
1589,4237,Raffaella Pavone Lanzetti
1590,4240,Clifford
1590,2679,Linderman
1590,195,Moody
1590,4241,Carson
1590,4242,Mike
1591,2262,Mr. Burroughs
1591,2470,Jonathan
1591,4244,Balaban
1591,4243,Ellen
1591,4013,Skip
1592,682,Tom Grunick
1592,431,Aaron Altman
1592,103,Jane Craig
1592,158,Ernie Merriman
1592,4245,Jennifer Mack
1593,4246,Molly Morrison
1593,4247,Val
1593,656,Gina
1593,4248,C.J
1593,4249,Killer
1594,325,Mick Dugan
1594,102,Katharine Parker
1594,656,Cyn
1594,124,Tess McGill
1594,31,Jack Trainer
1595,137,Angela de Marco
1595,325,Cucumber Frank de Marco
1595,4250,Tommy
1595,4251,The Fat Man
1595,4252,Mrs. Fat Man
1596,399,Lloyd Dobler
1596,4253,Diane Court
1596,1354,James Court
1596,536,Corey Flood
1596,4254,D.C.
1597,4256,Kirby
1597,4255,Crystal Rybak
1597,656,Hannah Stubbs
1597,21,Vincent Vinnie Antonelli
1597,1134,Barney Coopersmith
1598,534,Beth Macauley
1598,788,Lisa Coleman
1598,3152,Charles Simon
1598,656,Jody
1598,541,Chris Macauley
1599,951,Bernie LaPlante
1599,69,Gale Gayley
1599,333,John Bubber
1599,656,Evelyn
1599,621,Chucky
1600,4257,Captain Patrick Zevo
1600,656,Alsatia Zevo
1600,323,Gwen Tyler
1600,378,Lt. General Leland Zevo
1600,6,Leslie Zevo
1601,1225,Dr. Simon August
1601,1106,Dr. Stephanie Brody
1601,4258,Dr. Milton Chamberlain
1601,4259,Dr. Charles Litto
1601,4260,Dr. Thurman Flicker
1602,4263,Wolf the Merchant
1602,4262,Ricus
1602,4264,Collins
1602,4261,Dr. Paul Dean
1602,121,Patricia Welles
1603,4082,Charles Cummings
1603,121,Laura
1603,910,Jake
1603,4265,Leonard
1603,4266,Susan
1604,2855,Matthew Hollis
1604,4267,Jennifer Lyons
1604,121,Nicole Hollis
1604,2095,Victor Lyons
1604,4268,Karen Hollis
1605,2655,Samantha Wisdom
1605,2654,Lloyd Wisdom
1605,4269,Agent Williamson
1605,1226,John Wisdom
1605,121,Karen Simmons
1606,399,Hoops McCann
1606,121,Cassandra Eldridge
1606,4270,Mrs. McCann
1606,4271,George Calamari
1606,4272,Graduation Orator
1607,4013,Danny
1607,121,Debbie
1607,784,Bernie
1607,918,Joan
1607,4273,Mr. Favio
1608,4274,Avi
1608,1245,Father Lucci
1608,606,David Bannon
1608,121,Abby Quinn
1608,494,Russell Quinn
1609,27,Ned
1609,157,Jim
1609,121,Molly
1609,3803,Father Levesque
1609,2860,Deputy
1610,908,Chris Thorne
1610,802,Judge Alvin J.P Valkenheiser
1610,550,Dennis
1610,121,Diane Lightson
1610,4275,Miss Purdah
1611,1599,Grace
1611,111,Stella Keefover
1611,138,Leo Lemke
1611,792,Dr. Alex Tremor
1611,121,Marina Lemke
1612,121,Cynthia Kellogg
1612,258,Joyce Urbanski
1612,142,James Urbanski
1612,4276,Arthur Kellogg
1612,290,Det. John Woods
1613,61,Capt. Jack Ross
1613,121,Lt. Cdr. JoAnne Galloway
1613,254,2nd. Lt. Jonathan Kendrick
1613,856,Lt. Daniel Kaffee
1613,320,Col. Nathan R. Jessep
1614,499,John
1614,121,Diana Murphy
1614,93,David Murphy
1614,1751,Mr. Shackleford
1614,1397,Jeremy
1615,459,Jerry Stahl
1615,4277,Kitty
1615,4278,Phoenix Punk
1615,4279,Brad
1615,403,Nicky
1616,2387,Brian Gulden
1616,682,George Gulden
1616,4280,Jules
1616,416,Kate Gulden
1616,1591,Ellen Gulden
1617,433,Lee
1617,181,Carter
1617,4281,Sang
1617,80,Griffin
1617,4282,Consul Han
1618,4283,Buddy
1618,4284,The Kid
1618,4285,Mother
1618,4286,Death
1618,4287,Psycho
1620,47,Spence
1620,2952,Gregor
1620,3315,Deirdre
1620,27,Sam
1620,807,Vincent
1621,3043,Paul Gardener
1621,4288,Natalie Simon
1621,4289,Brenda Bates
1621,4290,Parker Riley
1621,18,Reese Wilson
1622,196,Clay
1622,2413,Lester
1622,1171,Agent Shelby
1622,4291,Earl
1622,526,Amanda
1623,2995,Joyce
1623,4292,Jimmy
1623,2989,Dr. Klompus
1623,120,Shelley
1623,439,Pecker
1624,810,Kit
1624,376,Port
1624,1164,Tunner
1624,4293,Mrs Lyle
1624,2382,Eric Lyle
1625,4297,Madho
1625,4296,Mustaquim
1625,4298,Babu Gujjar
1625,4294,Phoolan Devi
1625,4295,Vikram Mallah
1626,916,Mick - Crusader
1626,4299,Johnny - Crusader
1626,4300,Wallace - Crusader
1626,4301,The Girl - Crusader
1626,4302,Bobby Philips - Crusader
1627,1812,Fu Manchu
1627,903,Alice Rage
1627,2308,Sir Roger Avery
1627,4303,Joe Capone
1627,4304,Robert Townsend
1628,4306,Robert Graham
1628,4305,Dr. Patricia Medford
1628,2212,Brig. Gen. Robert OBrien
1628,1973,Sgt. Ben Peterson
1628,4172,Dr. Harold Medford
1629,1010,MacReady
1629,2993,Dr. Blair
1629,180,Childs
1629,812,Clark
1629,4307,Nauls
1630,853,Griffin Mill
1630,733,June Gudmundsdottir
1630,1168,Walter Stuckel
1630,755,Detective Avery
1630,1080,Larry Levy
1631,2692,Tony
1631,4308,Isobel
1631,2094,Daisy
1631,222,Sandy Bates
1631,3317,Dorrie
1632,372,Edward Scissorhands
1632,199,Kim
1632,503,Peg
1632,4055,Jim
1632,4309,Joyce
1633,168,Wyatt Trips
1633,1552,Kimberly Jasney
1633,1680,Ivy Miller
1633,4310,Turran
1633,4311,Teacher
1634,802,Chip
1634,107,Weaver
1634,97,Mandible
1634,74,Bala
1634,222,Z
1635,1397,Maurice
1635,609,Arthur
1635,4312,Maitre D
1635,4313,Attractive Woman
1635,4314,Baker in Kramers Pastries
1636,4315,Doug Butabi
1636,4316,Steve Butabi
1636,4317,Hot Girl
1636,4318,Porsche Girl
1636,4319,Porsche Girl
1637,4320,Marie Nielsen
1637,607,The Tracker
1637,537,Annie Nielsen
1637,900,Albert
1637,6,Chris Nielsen
1638,4321,Max Bialystock
1638,2433,Leo Bloom
1638,4322,L.S.D. - Lorenzo St. DuBois
1638,3159,Franz Liebkind
1638,4323,Hold Me Touch Me
1639,57,Moses
1639,20,Josephus
1639,1646,Emperor Nero
1639,912,Empress Nympho
1639,4324,Count de Monet
1640,4325,Judge Chamberlain Haller
1640,3081,Stan Rothenstein
1640,75,Vinny Gambini
1640,942,Mona Lisa Vito
1640,4012,Bill Gambini
1641,698,Tom Frank
1641,2491,Connie White
1641,2946,Barbara Jean
1641,2752,L. A. Joan
1641,4326,Norman
1642,2681,Francis Bacon
1642,4327,George Dyer
1642,1419,Muriel Belcher
1642,4328,Isabel Rawsthorne
1642,4329,Daniel Farson
1643,4082,Barry
1643,1143,McBainbridge
1643,380,G
1643,114,Ricky
1643,2996,Kate
1644,220,Bo Dietl
1644,2469,Duke Finnerly
1644,679,Joey OHara
1644,506,Richie La Cassa
1644,4330,Gang Banger #1
1645,497,Grim
1645,686,Gram
1645,74,Gwen Dillon
1645,4332,Maxwell Kane
1645,4331,Kevin Dillon
1646,2985,Dr. Heywood Floyd
1646,1271,Dr. Walter Curnow
1646,903,Tanya Kirbuk
1646,1314,Dr. R. Chandra
1646,2105,Dave Bowman
1647,682,James
1647,4333,Sarah
1647,324,Mrs. Norman
1647,164,Dr. Curtis Franklin
1647,4334,Lydia
1648,3657,Mothershead
1648,2833,Carr Gomm
1648,201,Mrs. Kendal
1648,535,John Merrick
1648,66,Dr. Frederick Treves
1649,4335,Sethe
1649,1731,Paul D
1649,4336,Denver aged 9
1649,4337,Howard aged 14
1649,4338,Buglar aged 13
1650,1121,Tiffany
1650,2930,Chucky
1650,714,Jade
1650,4339,Jesse
1650,1499,Damien
1651,4340,Jimmy Angelov
1651,503,Aunt Jet
1651,267,Sally Owens
1651,194,Gillian Owens
1651,500,Aunt Frances
1652,4341,Joy Jordan
1652,1269,Andy Kornbluth
1652,1787,Allen
1652,4342,Bill Maplewood
1652,1173,Helen Jordan
1653,4343,Sociology Teacher
1653,2293,Joey
1653,4344,Nightmare Victim
1653,175,Kurt Dussander
1653,37,Todd Bowden
1654,3255,David
1654,792,Mr. Johnson
1654,67,Betty
1654,261,George
1654,4345,Mary Sue
1655,1010,Todd 3465
1655,1147,Caine 607
1655,4346,Colonel Mekum
1655,4347,Sandra
1655,397,Mace
1656,4350,Ferruccio
1656,4349,Zio
1656,4348,Giosué
1656,2786,Dora
1656,2785,Guido
1657,3906,Joe Young
1657,3908,Ben Chapleski
1657,4351,Lisa
1657,4352,Maxxx Orbison
1657,4353,Clark
1658,4355,Priest 
1658,310,Andy 
1658,4356,Lee 
1658,1842,Betty 
1658,4354,Timmy 
1659,76,Jack Crow
1659,4357,Anthony Montoya
1659,1115,Katrina
1659,3225,Jan Valek
1659,3858,Cardinal Alba
1660,1642,Derek
1660,439,Danny
1660,3067,Doris
1660,4358,Davina
1660,3260,Seth
1661,530,Robert Nelson
1661,2283,Liz Bailey
1661,1810,Phil Francato
1661,103,Judith Moore
1661,99,Pat Francato
1662,175,James Whale
1662,1224,Clayton Boone
1662,4359,Hanna
1662,1131,Betty
1662,4360,David Lewis
1663,565,Anthony Hubbard
1663,142,General William Devereaux
1663,52,Elise Kraft
1663,2275,Frank Haddad
1663,4361,Samir Nazhde
1664,4363,Red Beaulieu
1664,1772,Vicki Vallencourt
1664,4362,Coach Klein
1664,411,Bobby Boucher
1664,788,Mama Boucher
1665,3119,Elizabeth I
1665,4364,Female Martyr
1665,4365,Master Ridley
1665,4366,Male Martyr
1665,4367,Bishop Gardiner
1666,1021,Curt Wild
1666,3911,Brian Slade
1666,210,Arthur Stuart
1666,1095,Mandy Slade
1666,4368,Jerry Devine
1667,110,Ben Willis
1667,559,Tyrell
1667,3277,Ray Bronson
1667,4369,Karla Wilson
1667,3274,Julie James
1668,36,Jake
1668,3254,Allie
1668,4370,Eddie
1668,1358,Jakes Dad
1668,4371,Carolyn
1669,4372,Drew
1669,636,Susan Parrish
1669,1181,Allison
1669,144,Joe Black
1669,66,William Parrish
1670,4373,Joe Dick
1670,4374,Billy Tallent
1670,4375,John Oxenberger
1670,4376,Pipefitter
1670,4377,Bucky Haight
1671,29,Manny
1671,1009,Buck
1671,1331,Sara
1671,4259,Frank Barstow
1671,1960,Ranken
1672,1192,Aunt Starr
1672,385,Rose Chismore
1672,3362,Robin
1672,29,Jack Chismore
1672,3082,Lily Chismore
1673,2723,Joanna Eberhart
1673,4378,Bobbie Markowe
1673,4379,Walter Eberhart
1673,4380,Carol Van Sant
1673,4381,Charmaine Wimpiris
1674,1009,Paulie
1674,3113,Charlie
1674,697,Diane
1674,3925,Mrs. Ritter
1674,4382,Barney
1675,4385,John
1675,4384,Phoebe
1675,4383,Malcolm
1675,673,Sid Vicious
1675,899,Nancy Spungen
1676,62,George
1676,960,Simone
1676,2855,Mortwell
1676,4386,Thomas
1676,4387,Anderson
1677,62,Jack Moony
1677,565,Napoleon Stone
1677,899,Crystal Gerrity
1677,4388,Captain Wendt
1677,4389,Mrs. Stone
1678,4393,Jessy
1678,4394,The wizard
1678,4391,Oscar DOnofrio
1678,4390,Maria Cabiria Ceccarelli
1678,4392,Wanda
1679,1488,Sam
1679,448,Sarah
1679,114,Michael
1679,682,Nick
1679,806,Harold
1680,4395,Rachel F. Banks
1680,29,Thomas Brian Reynolds
1680,1431,Carla Dean
1680,510,Robert Clayton Dean
1680,97,Edward Lyle
1681,149,Chuckie Finster
1681,4396,Philip Deville
1681,4397,Didi Pickles
1681,4398,Howard DeVille
1681,4266,Tommy Pickles
1682,205,Hopper
1682,1683,Flik
1682,1417,Atta
1682,4399,Dot
1682,4400,Queen
